state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
5,70,510,1500.0,1,0,0,140.0,80,22.0,140.0,80,12.0,190.0,90,7.0,8.0,4,1.5,2,0
48,200,415,4200.0,0,0,0,300.0,140,45.0,320.0,140,25.0,350.0,150,15.0,18.0,10,4.5,1,0
23,90,408,2200.0,0,1,1,170.0,110,30.0,190.0,95,14.0,210.0,100,9.0,11.0,5,2.0,0,0
30,130,415,2600.0,0,0,0,210.0,115,32.0,210.0,110,16.0,240.0,120,11.0,13.0,7,3.5,1,0
2,50,510,800.0,1,0,0,90.0,60,15.0,80.0,70,10.0,120.0,70,5.0,6.0,2,1.0,0,0
42,180,415,3500.0,0,0,0,280.0,130,40.0,280.0,130,22.0,310.0,140,13.0,16.0,9,4.0,1,0
15,95,408,1900.0,0,1,0,160.0,90,25.0,170.0,85,13.0,200.0,95,8.0,9.0,4,2.5,0,0
27,140,415,2700.0,0,0,0,220.0,120,35.0,220.0,100,17.0,260.0,110,10.0,12.0,6,3.0,1,0
38,210,510,4000.0,1,0,0,310.0,150,48.0,330.0,150,28.0,360.0,160,16.0,18.0,11,5.0,2,0
4,60,408,900.0,0,1,0,120.0,70,20.0,100.0,80,12.0,140.0,85,7.0,8.0,3,1.8,0,0
31,160,415,3000.0,0,0,0,240.0,125,38.0,250.0,115,19.0,280.0,130,12.0,14.0,7,3.5,1,0
22,85,510,1700.0,0,1,0,150.0,80,20.0,140.0,90,13.0,190.0,95,8.0,9.0,4,2.0,2,0
47,190,415,3800.0,0,0,0,270.0,140,42.0,310.0,140,24.0,340.0,150,14.0,17.0,10,4.2,1,0
6,55,408,1100.0,1,0,0,110.0,70,18.0,100.0,80,12.0,140.0,85,7.0,8.0,3,1.8,0,0
34,170,415,3300.0,0,0,0,260.0,135,44.0,300.0,135,23.0,330.0,140,15.0,16.0,9,4.5,1,0
13,75,510,1400.0,0,1,0,130.0,85,22.0,120.0,85,13.0,170.0,90,7.0,9.0,4,2.0,2,0
46,220,415,4300.0,0,0,0,310.0,150,48.0,340.0,150,28.0,370.0,160,16.0,18.0,11,5.0,1,0
2,40,408,600.0,1,0,0,80.0,55,15.0,70.0,70,10.0,120.0,70,5.0,6.0,2,1.5,0,0
29,140,415,2700.0,0,0,0,220.0,120,35.0,220.0,100,17.0,260.0,110,10.0,12.0,6,3.0,1,0
12,80,510,1700.0,0,1,0,150.0,80,20.0,140.0,90,13.0,190.0,95,8.0,9.0,4,2.0,0,0
37,190,415,3600.0,0,0,0,280.0,140,45.0,310.0,140,24.0,350.0,150,15.0,17.0,10,4.3,1,0
8,60,408,1200.0,0,1,0,120.0,70,20.0,100.0,80,12.0,140.0,85,7.0,8.0,3,1.8,0,0
30,160,415,2900.0,0,0,0,240.0,125,38.0,250.0,115,19.0,280.0,130,12.0,14.0,7,3.5,1,0
4,55,510,900.0,1,0,0,100.0,60,18.0,90.0,75,11.0,130.0,80,6.0,7.0,3,1.5,0,0
23,120,415,2600.0,0,0,0,210.0,115,34.0,210.0,105,16.0,260.0,115,9.0,11.0,5,2.8,1,0
16,85,408,1700.0,0,1,0,140.0,80,22.0,140.0,90,13.0,190.0,95,8.0,9.0,4,2.0,2,0
42,210,415,4100.0,0,0,0,290.0,145,47.0,320.0,145,27.0,360.0,155,16.0,18.0,11,5.0,1,0
12,85,415,2500.0,0,1,20,170.5,95,28.3,210.2,110,18.5,190.4,120,9.2,12.0,5,2.5,2,0
45,150,408,4000.0,0,0,5,140.0,80,22.1,180.0,90,15.0,160.0,110,8.0,9.5,10,1.8,0,0
3,60,510,1200.0,1,0,30,200.0,140,35.0,250.0,120,20.0,220.0,130,12.0,15.0,3,3.0,1,0
27,110,415,3000.0,0,1,10,160.0,100,27.5,190.0,95,17.0,200.0,115,10.0,11.0,8,2.0,3,0
50,200,408,4500.0,0,0,0,250.0,150,40.0,300.0,140,25.0,280.0,150,14.0,18.0,12,4.5,4,0
8,45,415,1800.0,0,1,25,190.0,110,30.0,220.0,105,19.0,210.0,125,11.0,13.0,6,2.2,5,0
22,90,510,3500.0,0,0,15,170.0,120,25.0,200.0,100,16.0,190.0,110,9.5,10.0,9,1.5,6,0
5,30,415,2200.0,1,1,40,140.0,70,20.0,170.0,80,14.0,150.0,90,7.0,8.0,2,0.5,7,0
38,170,408,4800.0,0,0,5,260.0,160,45.0,330.0,155,28.0,350.0,160,15.5,18.5,15,4.8,8,0
14,75,510,2600.0,0,1,35,180.0,90,27.0,210.0,95,17.5,200.0,110,9.0,12.0,7,2.0,9,0
28,140,415,3200.0,0,0,0,150.0,80,22.0,180.0,85,15.0,160.0,95,8.0,9.0,4,1.0,0,0
2,20,408,800.0,1,1,45,300.0,140,50.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,1,0
40,190,510,4700.0,0,0,10,220.0,120,35.0,260.0,110,22.0,240.0,130,12.0,15.0,10,3.0,2,0
6,55,415,1500.0,0,1,20,130.0,60,18.0,160.0,70,13.0,140.0,80,6.0,7.0,3,0.8,3,0
32,120,408,4100.0,0,0,5,240.0,130,40.0,310.0,140,27.0,320.0,150,14.0,17.0,12,4.0,4,0
19,80,510,2800.0,0,1,30,170.0,100,30.0,220.0,100,18.0,200.0,110,10.0,12.0,6,2.5,5,0
11,65,415,1900.0,1,0,35,210.0,110,32.0,240.0,115,21.0,230.0,120,11.0,13.0,8,3.0,6,0
47,210,408,4900.0,0,0,0,260.0,150,45.0,340.0,155,29.0,360.0,160,15.5,18.5,15,5.0,7,0
4,25,510,900.0,0,1,40,280.0,140,48.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,8,0
23,95,415,3100.0,0,0,5,140.0,80,22.0,170.0,85,15.0,160.0,95,8.0,9.0,4,1.0,9,0
15,70,408,2700.0,0,1,25,190.0,100,28.0,210.0,95,17.5,200.0,110,9.0,12.0,7,2.0,0,0
33,160,510,4400.0,0,0,10,220.0,120,35.0,260.0,110,22.0,240.0,130,12.0,15.0,10,3.0,1,0
7,35,415,1400.0,1,1,30,130.0,60,18.0,160.0,70,13.0,140.0,80,6.0,7.0,3,0.8,2,0
41,190,408,4600.0,0,0,5,240.0,130,40.0,310.0,140,27.0,320.0,150,14.0,17.0,12,4.0,3,0
18,90,510,3000.0,0,1,20,170.0,100,28.0,210.0,95,17.5,200.0,110,9.0,12.0,7,2.0,4,0
9,55,415,1600.0,0,0,35,190.0,110,32.0,240.0,115,21.0,230.0,120,11.0,13.0,8,3.0,5,0
46,210,408,4800.0,0,0,0,260.0,150,45.0,340.0,155,29.0,360.0,160,15.5,18.5,15,5.0,6,0
1,10,510,500.0,1,1,45,300.0,140,50.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,7,0
24,110,415,3300.0,0,0,5,140.0,80,22.0,170.0,85,15.0,160.0,95,8.0,9.0,4,1.0,8,0
13,75,408,2600.0,0,1,25,190.0,100,28.0,210.0,95,17.5,200.0,110,9.0,12.0,7,2.0,9,0
35,170,510,4700.0,0,0,10,220.0,120,35.0,260.0,110,22.0,240.0,130,12.0,15.0,10,3.0,0,0
0,5,415,400.0,1,1,40,280.0,140,48.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,1,0
27,120,408,3200.0,0,0,5,140.0,80,22.0,170.0,85,15.0,160.0,95,8.0,9.0,4,1.0,2,0
16,85,510,2800.0,0,1,30,170.0,100,30.0,220.0,100,18.0,200.0,110,10.0,12.0,6,2.5,3,0
10,60,415,1900.0,1,0,35,210.0,110,32.0,240.0,115,21.0,230.0,120,11.0,13.0,8,3.0,4,0
48,220,408,4900.0,0,0,0,270.0,160,48.0,350.0,160,30.0,360.0,160,16.0,19.0,17,5.0,5,0
2,15,510,700.0,0,1,40,280.0,140,48.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,6,0
29,140,415,3400.0,0,0,5,140.0,80,22.0,170.0,85,15.0,160.0,95,8.0,9.0,4,1.0,7,0
17,80,408,2800.0,0,1,25,190.0,100,28.0,210.0,95,17.5,200.0,110,9.0,12.0,7,2.0,8,0
39,190,510,4600.0,0,0,10,220.0,120,35.0,260.0,110,22.0,240.0,130,12.0,15.0,10,3.0,9,0
3,25,415,900.0,1,1,40,280.0,140,48.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,0,0
26,110,408,3100.0,0,0,5,140.0,80,22.0,170.0,85,15.0,160.0,95,8.0,9.0,4,1.0,1,0
14,70,510,2600.0,0,1,25,190.0,100,28.0,210.0,95,17.5,200.0,110,9.0,12.0,7,2.0,2,0
38,170,415,4700.0,0,0,10,220.0,120,35.0,260.0,110,22.0,240.0,130,12.0,15.0,10,3.0,3,0
5,35,408,1400.0,1,1,30,130.0,60,18.0,160.0,70,13.0,140.0,80,6.0,7.0,3,0.8,4,0
42,200,510,4400.0,0,0,5,240.0,130,40.0,310.0,140,27.0,320.0,150,14.0,17.0,12,4.0,5,0
8,45,415,1800.0,0,1,35,210.0,110,32.0,240.0,115,21.0,230.0,120,11.0,13.0,8,3.0,6,0
49,230,408,5000.0,0,0,0,270.0,160,48.0,350.0,160,30.0,360.0,160,16.0,19.0,17,5.0,7,0
1,10,510,500.0,1,1,45,300.0,140,50.0,350.0,150,30.0,360.0,160,16.0,19.0,17,5.0,8,0
20,90,415,2800.0,0,0,5,140.0,80,22.0,170.0,85,15.0,160.0,95,8.0,9.0,4,1.0,9,0
12,70,415,2100.0,0,1,3,120.4,90,25.3,150.2,80,12.5,180.7,95,8.2,11.0,4,2.5,1,0
38,190,510,3200.0,1,0,0,200.1,110,35.0,220.5,120,18.0,250.3,140,10.0,12.9,6,3.0,0,0
5,45,408,800.0,0,0,10,60.5,30,12.0,80.0,50,8.0,90.0,60,4.5,5.0,2,1.0,2,0
47,210,415,4800.0,0,1,0,300.0,140,48.0,320.0,140,25.0,350.0,150,15.0,18.0,12,4.5,3,1
23,110,510,2600.0,0,0,5,170.0,95,28.0,190.0,100,15.0,200.0,110,9.0,12.0,5,2.0,1,0
30,140,408,3500.0,1,0,2,210.0,120,32.0,250.0,115,20.0,260.0,130,11.0,14.0,7,3.5,0,0
8,60,510,1500.0,0,1,8,90.0,70,18.0,120.0,70,10.0,110.0,80,6.0,9.0,3,1.5,4,0
41,200,415,4600.0,0,0,1,280.0,130,40.0,310.0,130,23.0,330.0,140,13.0,17.0,9,4.0,2,0
19,90,408,2200.0,0,0,4,140.0,80,22.0,170.0,90,14.0,190.0,100,7.0,10.0,4,2.0,5,0
27,120,510,2800.0,0,1,6,160.0,100,26.0,200.0,110,16.0,210.0,120,9.0,13.0,6,2.5,0,0
2,15,415,600.0,0,0,12,30.0,20,5.0,60.0,40,6.0,70.0,30,2.0,3.0,1,0.5,6,0
35,170,408,4000.0,1,0,0,240.0,110,38.0,280.0,120,21.0,300.0,140,12.0,16.0,8,3.8,1,0
46,210,415,4700.0,0,0,0,310.0,140,48.0,330.0,140,24.0,350.0,150,15.0,18.0,10,4.5,2,1
9,55,510,1200.0,0,0,7,90.0,60,15.0,110.0,70,11.0,120.0,80,6.0,9.0,3,1.5,3,0
31,140,408,3300.0,0,1,1,200.0,110,33.0,240.0,115,18.0,280.0,130,12.0,14.0,6,3.0,1,0
20,95,415,2100.0,0,0,4,140.0,80,22.0,170.0,90,14.0,190.0,100,7.0,10.0,4,2.0,4,0
37,180,510,4100.0,0,0,0,260.0,130,42.0,300.0,130,22.0,320.0,140,13.0,16.0,8,3.8,0,0
1,10,408,500.0,0,0,20,20.0,15,3.0,30.0,35,4.0,50.0,20,1.0,2.0,0,0.3,8,0
24,115,415,2700.0,0,1,3,160.0,90,25.0,190.0,100,15.0,210.0,110,9.0,12.0,5,2.5,2,0
42,200,510,4800.0,0,0,0,310.0,150,48.0,340.0,140,26.0,360.0,155,15.5,18.5,10,4.8,0,1
15,70,408,1900.0,0,0,6,120.0,70,20.0,140.0,80,12.0,160.0,90,6.5,9.5,3,1.8,3,0
29,150,415,3100.0,0,1,2,200.0,110,30.0,230.0,110,18.0,250.0,120,10.0,13.0,6,3.0,1,0
5,40,510,800.0,0,0,10,70.0,30,12.0,80.0,50,8.0,90.0,60,4.5,5.0,2,1.0,2,0
13,95,408,1900.0,0,1,4,140.0,80,22.0,170.0,90,14.0,190.0,100,7.0,10.0,4,2.0,3,0
11,70,510,1500.0,0,0,7,90.0,60,15.0,110.0,70,11.0,120.0,80,6.0,9.0,3,1.5,3,0
26,130,408,2600.0,0,1,3,170.0,90,28.0,190.0,100,15.0,210.0,110,9.0,12.0,5,2.5,2,0
40,190,510,4600.0,0,0,0,280.0,120,45.0,310.0,130,22.0,320.0,140,13.0,16.0,8,3.8,0,0
2,15,415,600.0,0,0,15,40.0,25,8.0,60.0,45,7.0,80.0,40,3.0,4.0,1,0.8,6,0
32,150,510,3200.0,0,1,2,210.0,110,30.0,230.0,110,18.0,250.0,120,10.0,13.0,6,3.0,1,0
19,80,408,2000.0,0,0,3,130.0,70,18.0,150.0,90,13.0,170.0,100,7.0,11.0,4,2.0,5,0
44,210,415,4700.0,0,0,0,310.0,140,48.0,330.0,140,24.0,350.0,150,15.0,18.0,10,4.5,2,1
12,87,415,3120.0,0,0,3,190.4,120,28.3,210.5,110,18.2,220.7,95,8.9,11.5,5,3.1,1,0
47,150,408,4100.0,0,1,0,160.2,140,30.16,180.3,90,15.4,190.0,110,10.2,9.8,7,2.5,0,0
35,200,415,2200.0,1,0,12,250.6,155,45.0,300.0,140,22.0,310.0,150,12.0,15.0,12,4.5,2,1
5,60,510,1800.0,0,0,0,120.5,80,20.0,140.0,70,12.5,160.0,70,6.0,8.0,4,1.8,3,0
28,90,408,3000.0,0,1,5,170.0,110,25.0,190.0,95,16.0,200.0,90,9.0,10.0,6,2.0,1,0
42,120,415,4000.0,0,0,0,220.0,130,35.0,260.0,120,20.0,280.0,120,11.0,13.0,9,3.5,0,0
18,45,510,1500.0,0,0,0,140.0,70,22.0,170.0,80,14.0,180.0,80,7.0,9.0,5,2.2,4,0
50,210,408,4800.0,1,1,20,300.0,160,50.0,330.0,150,28.0,350.0,140,15.0,18.0,15,5.0,2,1
7,30,415,800.0,0,0,0,100.0,50,15.0,120.0,60,10.0,140.0,60,5.0,7.0,3,1.5,0,0
23,110,510,2200.0,0,1,8,180.0,120,30.0,200.0,110,18.0,220.0,110,10.0,12.0,8,3.0,1,0
30,140,408,3500.0,0,0,0,210.0,140,40.0,250.0,130,22.0,300.0,130,12.0,14.0,10,4.0,2,0
15,55,415,1200.0,0,0,0,130.0,80,20.0,150.0,80,13.0,170.0,90,7.0,9.0,5,2.0,3,0
38,190,510,4200.0,0,1,18,240.0,150,44.0,280.0,140,26.0,330.0,140,13.5,16.5,12,4.8,0,0
1,10,415,300.0,0,0,0,70.0,30,8.0,70.0,40,6.0,80.0,40,3.0,5.0,2,1.0,8,0
49,220,408,4900.0,1,1,30,330.0,160,52.0,350.0,160,29.0,360.0,160,15.5,18.5,16,5.1,2,1
6,35,415,700.0,0,0,0,100.0,50,15.0,120.0,60,10.0,140.0,60,6.0,8.0,4,2.0,0,0
24,130,510,2600.0,0,1,12,190.0,110,30.0,210.0,100,18.0,230.0,110,9.0,12.0,8,3.0,1,0
34,140,408,3800.0,0,0,0,240.0,140,40.0,260.0,130,22.0,310.0,130,12.0,14.0,10,4.0,2,0
19,70,415,1600.0,0,0,0,150.0,90,25.0,170.0,90,16.0,190.0,90,8.0,10.0,6,2.5,3,0
41,190,510,4300.0,0,1,20,260.0,150,45.0,280.0,140,25.0,330.0,140,13.0,16.0,12,4.5,0,0
8,55,415,1100.0,0,0,0,120.0,80,20.0,140.0,80,13.0,170.0,80,7.0,9.0,5,2.0,4,0
37,210,408,4600.0,1,1,28,310.0,160,53.0,340.0,160,29.0,360.0,160,15.5,18.5,16,5.0,1,1
3,15,415,400.0,0,0,0,80.0,40,12.0,90.0,50,8.0,110.0,50,4.0,7.0,3,1.5,5,0
26,170,510,3100.0,0,1,10,200.0,120,30.0,210.0,110,18.0,240.0,110,10.0,12.0,8,3.0,0,0
44,230,408,4800.0,0,0,0,300.0,160,50.0,330.0,150,28.0,350.0,140,15.0,18.0,15,5.0,2,0
12,45,415,900.0,0,0,0,110.0,70,18.0,130.0,70,12.0,150.0,70,6.0,8.0,4,2.0,6,0
29,140,510,2600.0,0,1,12,190.0,110,30.0,210.0,100,18.0,230.0,110,9.0,12.0,8,3.0,1,0
32,160,408,4000.0,0,0,0,250.0,140,42.0,300.0,140,24.0,330.0,140,13.0,15.0,11,4.0,2,0
10,50,415,1200.0,0,0,0,140.0,90,22.0,150.0,80,13.0,170.0,90,7.0,9.0,5,2.0,3,0
23,110,510,2100.0,0,1,8,180.0,120,30.0,200.0,100,18.0,220.0,110,10.0,12.0,8,3.0,1,0
2,20,415,400.0,0,0,0,80.0,40,10.0,90.0,50,8.0,110.0,50,4.0,7.0,3,1.5,5,0
27,170,408,3600.0,0,0,0,260.0,160,48.0,310.0,150,27.0,340.0,150,14.0,17.0,13,5.0,1,0
45,210,415,4700.0,1,1,25,320.0,170,55.0,340.0,160,30.0,360.0,160,16.0,19.0,17,5.2,0,1
11,40,510,900.0,0,0,0,110.0,70,18.0,130.0,70,12.0,150.0,70,6.0,8.0,4,2.0,6,0
39,200,408,4100.0,0,0,0,280.0,140,42.0,300.0,140,24.0,330.0,140,13.0,15.0,11,4.0,2,0
4,25,415,500.0,0,0,0,90.0,45,12.0,100.0,55,9.0,110.0,55,4.0,7.0,3,1.5,7,0
31,160,510,2800.0,0,1,15,190.0,120,32.0,220.0,110,19.0,240.0,110,10.0,12.0,8,3.0,0,0
